seller_id,category,zone,latitude,longitude,population,water_consumption_lpd,wastewater_generated_kl,day_of_week,season
S0362,Institution,Central,12.961395,77.582292,318,45340.7,39.9,1,Summer
S0363,Commercial,North,13.104413,77.608646,176,23422.77,20.61,0,Summer
S0364,Institution,West,12.960899,77.484929,187,21414.32,16.27,4,Monsoon
S0365,Commercial,South,12.887383,77.571811,340,49430.89,39.54,1,Winter
S0366,Institution,West,12.97671,77.496981,342,56518.88,42.95,3,Monsoon
S0367,Apartment,West,12.941737,77.505326,172,17235.56,15.17,5,Summer
S0368,Hospital,Central,12.982768,77.605368,542,88616.73,77.98,6,Summer
S0369,Industry,Central,12.974439,77.586441,836,144186.0,115.35,0,Winter
S0370,Apartment,North,13.089475,77.611221,99,15697.11,11.93,3,Monsoon
S0371,Apartment,West,12.95695,77.506702,195,31459.84,25.17,1,Winter
S0372,Industry,South,12.898071,77.583464,886,105273.5,80.01,3,Monsoon
S0373,Apartment,North,13.114512,77.58867,258,29483.12,25.95,4,Summer
S0374,Commercial,North,13.105679,77.604284,259,39118.55,29.73,0,Monsoon
S0375,Apartment,South,12.895636,77.583779,202,36162.61,27.48,2,Monsoon
S0376,Hospital,West,12.963882,77.507034,191,25642.89,20.51,6,Winter
S0377,Institution,Central,12.978981,77.570633,359,39587.48,30.09,2,Monsoon
S0378,Institution,North,13.104129,77.593489,367,44749.36,39.38,5,Summer
S0379,Institution,West,12.950596,77.505812,243,28029.9,21.3,0,Monsoon
S0380,Hospital,Central,12.959066,77.5842,345,46710.51,37.37,3,Winter
S0381,Institution,West,12.942705,77.512014,106,16028.63,12.18,5,Monsoon
S0382,Apartment,South,12.903712,77.587205,93,11713.04,9.37,2,Winter
S0383,Hospital,South,12.887613,77.562094,321,49096.03,37.31,0,Monsoon
S0384,Industry,Central,12.989819,77.587854,315,33015.59,29.05,3,Summer
S0385,Hospital,West,12.943551,77.518467,436,69928.74,55.94,6,Winter
S0386,Commercial,South,12.901433,77.563867,220,36463.79,27.71,3,Monsoon
S0387,Hospital,Central,12.963903,77.596596,152,26474.48,23.3,4,Summer
S0388,Institution,South,12.884793,77.598967,197,35341.54,31.1,3,Summer
S0389,Hospital,North,13.089746,77.606862,233,34923.64,27.94,1,Winter
S0390,Institution,North,13.111516,77.614587,351,49332.02,43.41,3,Summer
S0391,Apartment,West,12.96835,77.481446,274,32383.67,24.61,4,Monsoon
S0392,Commercial,West,12.954405,77.483506,348,50217.85,44.19,2,Summer
S0393,Apartment,East,12.993011,77.671188,203,30053.65,22.84,6,Monsoon
S0394,Commercial,East,12.966471,77.691451,242,43408.18,34.73,4,Winter
S0395,Apartment,North,13.095642,77.600046,98,10712.31,8.14,1,Monsoon
S0396,Institution,Central,12.975118,77.596972,237,37378.16,32.89,2,Summer
S0397,Industry,North,13.111601,77.592187,272,34218.21,30.11,2,Summer
S0398,Hospital,South,12.886941,77.587798,355,63207.33,50.57,1,Winter
S0399,Hospital,East,12.992899,77.665301,459,57420.08,43.64,6,Monsoon
S0400,Industry,East,12.979482,77.68425,437,49812.36,39.85,2,Winter
S0401,Hospital,South,12.918112,77.593008,290,37526.8,28.52,4,Monsoon
S0402,Industry,Central,12.951032,77.575407,779,82883.44,72.94,3,Summer
S0403,Institution,West,12.978633,77.4973,220,38481.51,33.86,3,Summer
S0404,Institution,East,12.97758,77.664227,239,28030.65,24.67,5,Summer
S0405,Apartment,East,12.984102,77.674592,80,8392.64,7.39,2,Summer
S0406,Apartment,North,13.087671,77.58847,175,31428.13,23.89,4,Monsoon
S0407,Apartment,South,12.90478,77.571894,264,31451.48,25.16,2,Winter
S0408,Industry,Central,12.952985,77.601308,693,74901.98,59.92,3,Winter
S0409,Commercial,West,12.964722,77.505328,139,22951.35,20.2,6,Summer
S0410,Commercial,Central,12.958832,77.57695,223,37428.6,29.94,1,Winter
S0411,Institution,Central,12.955228,77.605464,141,21477.97,18.9,2,Summer
S0412,Apartment,Central,12.96471,77.586565,63,7191.51,6.33,4,Summer
S0413,Institution,East,12.990772,77.660441,141,19529.56,17.19,5,Summer
S0414,Hospital,North,13.111614,77.603286,463,53326.3,46.93,4,Summer
S0415,Industry,Central,12.958608,77.570485,441,66301.66,53.04,4,Winter
S0416,Apartment,North,13.112061,77.618383,213,27628.8,21.0,0,Monsoon
S0417,Hospital,East,12.981918,77.678175,457,55425.66,44.34,4,Winter
S0418,Apartment,West,12.95953,77.486002,101,12067.3,9.17,1,Monsoon
S0419,Hospital,East,12.979041,77.675036,585,98727.65,75.03,1,Monsoon
S0420,Apartment,South,12.911401,77.595683,154,16658.48,14.66,0,Summer
S0421,Institution,West,12.977713,77.512355,127,15287.45,12.23,1,Winter
S0422,Institution,East,12.997213,77.670122,311,42581.56,32.36,2,Monsoon
S0423,Industry,North,13.099818,77.595454,925,139613.56,106.11,6,Monsoon
S0424,Commercial,West,12.975576,77.498025,272,30467.68,23.16,3,Monsoon
S0425,Institution,Central,12.970489,77.597209,279,29792.56,23.83,2,Winter
S0426,Industry,West,12.966361,77.512085,682,68860.64,55.09,4,Winter
S0427,Institution,West,12.960343,77.495504,307,39288.71,31.43,6,Winter
S0428,Institution,West,12.977693,77.511354,130,14810.74,13.03,4,Summer
S0429,Apartment,West,12.961985,77.513221,57,6908.61,5.25,5,Monsoon
S0430,Hospital,Central,12.953305,77.590586,486,60086.89,45.67,0,Monsoon
S0431,Hospital,Central,12.98904,77.596694,198,23845.75,18.12,3,Monsoon
S0432,Commercial,Central,12.980985,77.595756,477,65950.22,58.04,6,Summer
S0433,Industry,West,12.97874,77.511949,851,117392.8,89.22,1,Monsoon
S0434,Hospital,West,12.964075,77.503297,500,70830.73,53.83,3,Monsoon
S0435,Apartment,South,12.886266,77.561749,66,11500.28,10.12,6,Summer
S0436,Commercial,South,12.8838,77.57504,433,58520.99,46.82,0,Winter
S0437,Institution,West,12.946547,77.490952,292,44990.95,35.99,2,Winter
S0438,Hospital,Central,12.985477,77.595832,271,44789.73,39.41,6,Summer
S0439,Hospital,South,12.915171,77.570337,580,69703.98,52.98,4,Monsoon
S0440,Hospital,North,13.088843,77.619136,451,71383.94,57.11,6,Winter
S0441,Commercial,West,12.947224,77.482154,355,50978.76,38.74,2,Monsoon
S0442,Institution,East,12.970773,77.681582,348,39388.44,29.94,4,Monsoon
S0443,Commercial,North,13.107412,77.583675,149,17445.06,13.26,2,Monsoon
S0444,Institution,South,12.886027,77.573695,357,51186.29,45.04,4,Summer
S0445,Institution,North,13.109737,77.604478,197,28604.75,22.88,4,Winter
S0446,Institution,Central,12.95375,77.593087,360,57920.3,44.02,6,Monsoon
S0447,Industry,Central,12.956434,77.592322,783,93751.96,71.25,4,Monsoon
S0448,Hospital,Central,12.985258,77.581116,373,63553.72,55.93,1,Summer
S0449,Hospital,Central,12.958161,77.592203,533,88056.65,77.49,2,Summer
S0450,Industry,South,12.887521,77.574215,212,30336.28,23.06,3,Monsoon
S0451,Institution,West,12.940209,77.51044,133,22159.72,16.84,5,Monsoon
S0452,Apartment,North,13.088099,77.618323,170,26225.95,23.08,2,Summer
S0453,Industry,East,12.993679,77.678813,410,73679.77,64.84,3,Summer
S0454,Industry,West,12.955415,77.505735,735,86271.89,65.57,1,Monsoon
S0455,Institution,South,12.895661,77.576505,281,42028.37,31.94,3,Monsoon
S0456,Industry,North,13.087253,77.595507,472,69410.52,61.08,3,Summer
S0457,Apartment,North,13.100404,77.608936,278,40698.84,30.93,6,Monsoon
S0458,Industry,East,12.988118,77.662112,735,113276.31,90.62,1,Winter
S0459,Industry,West,12.964086,77.480917,518,54993.3,48.39,5,Summer
S0460,Industry,East,12.987817,77.689837,513,80343.23,64.27,6,Winter
S0461,Hospital,South,12.913005,77.580812,322,35998.38,31.68,6,Summer
S0462,Institution,North,13.10942,77.589434,398,46824.28,37.46,2,Winter
S0463,Commercial,West,12.972055,77.510664,412,71955.42,54.69,4,Monsoon
S0464,Industry,East,12.966939,77.685502,859,139889.98,106.32,2,Monsoon
S0465,Commercial,East,12.987436,77.699645,223,29147.58,23.32,0,Winter
S0466,Institution,South,12.918013,77.568117,140,24972.04,21.98,2,Summer
S0467,Apartment,South,12.881048,77.560968,167,20348.23,16.28,0,Winter
S0468,Commercial,North,13.117185,77.611303,134,18005.92,13.68,2,Monsoon
S0469,Institution,West,12.955077,77.498469,128,17256.25,15.19,4,Summer
S0470,Institution,North,13.108241,77.605247,205,32438.2,25.95,1,Winter
S0471,Institution,East,12.996376,77.691209,179,28862.14,23.09,5,Winter
S0472,Institution,West,12.949009,77.485254,136,21774.96,16.55,0,Monsoon
S0473,Apartment,North,13.118265,77.582758,157,16260.11,14.31,5,Summer
S0474,Apartment,North,13.090468,77.589879,269,43838.96,33.32,1,Monsoon
S0475,Hospital,West,12.950878,77.510376,255,42733.7,34.19,5,Winter
S0476,Hospital,South,12.882615,77.579503,333,34538.78,27.63,1,Winter
S0477,Apartment,North,13.116257,77.58557,245,30677.71,24.54,2,Winter
S0478,Apartment,West,12.953894,77.515993,259,41076.34,31.22,2,Monsoon
S0479,Apartment,East,12.998536,77.682407,248,32606.01,26.08,1,Winter
S0480,Industry,North,13.096752,77.590406,512,71453.95,57.16,4,Winter
S0481,Industry,East,12.970261,77.686167,929,107109.29,81.4,0,Monsoon
S0482,Commercial,Central,12.968557,77.60888,483,85678.64,68.54,4,Winter
S0483,Institution,North,13.084564,77.58605,275,36695.78,29.36,0,Winter
S0484,Apartment,East,12.994025,77.682449,130,23197.37,20.41,4,Summer
S0485,Institution,Central,12.984406,77.598913,248,40507.33,30.79,0,Monsoon
S0486,Industry,South,12.901742,77.563269,397,66598.14,53.28,1,Winter
S0487,Institution,North,13.086631,77.617828,191,22401.86,17.92,1,Winter
S0488,Institution,South,12.898492,77.576471,204,32628.31,28.71,3,Summer
S0489,Institution,North,13.082491,77.6005,138,18870.01,16.61,2,Summer
S0490,Apartment,Central,12.981451,77.578055,184,31237.84,24.99,1,Winter
S0491,Institution,South,12.893209,77.59027,293,29720.65,23.78,4,Winter
S0492,Apartment,East,12.986385,77.666465,63,7503.53,5.7,0,Monsoon
S0493,Hospital,West,12.962407,77.510029,518,52925.82,42.34,0,Winter
S0494,Industry,East,12.963766,77.673747,243,34772.36,30.6,3,Summer
S0495,Apartment,East,12.991934,77.674877,72,11935.31,9.55,1,Winter
S0496,Institution,West,12.943736,77.497643,346,40240.26,32.19,1,Winter
S0497,Industry,North,13.083761,77.594267,496,72518.9,63.82,4,Summer
S0498,Hospital,West,12.952494,77.505707,548,94917.55,75.93,1,Winter
S0499,Hospital,West,12.946318,77.507836,417,47238.9,37.79,2,Winter
S0500,Industry,South,12.894524,77.595887,239,33594.82,25.53,3,Monsoon
S0501,Apartment,East,12.968081,77.667369,150,23791.62,20.94,2,Summer
S0502,Industry,West,12.952526,77.511944,565,60272.58,48.22,0,Winter
S0503,Commercial,North,13.112144,77.600208,115,20593.43,18.12,4,Summer
S0504,Hospital,North,13.119364,77.606717,418,52601.49,46.29,3,Summer
S0505,Hospital,South,12.915277,77.5771,396,43712.9,33.22,4,Monsoon
S0506,Apartment,West,12.96239,77.501096,74,12271.91,9.82,1,Winter
S0507,Institution,West,12.943176,77.50926,268,34021.86,27.22,0,Winter
S0508,Institution,North,13.112763,77.601632,290,46622.31,37.3,0,Winter
S0509,Institution,West,12.958847,77.512865,292,35140.96,30.92,5,Summer
S0510,Apartment,South,12.91313,77.573408,267,31919.1,24.26,3,Monsoon
S0511,Industry,Central,12.983039,77.574025,874,97326.68,85.65,0,Summer
S0512,Apartment,East,12.989587,77.66765,124,18859.38,14.33,5,Monsoon
S0513,Institution,West,12.969523,77.512248,350,42111.3,32.0,0,Monsoon
S0514,Industry,North,13.085051,77.607047,265,33176.3,25.21,3,Monsoon
S0515,Industry,South,12.907267,77.566685,859,101511.78,81.21,6,Winter
S0516,Hospital,West,12.951171,77.505715,153,25904.57,20.72,6,Winter
S0517,Institution,Central,12.962212,77.578506,306,49282.04,39.43,4,Winter
S0518,Commercial,Central,12.976127,77.607532,138,22713.65,18.17,3,Winter
S0519,Commercial,North,13.106599,77.590411,324,55059.96,41.85,2,Monsoon
S0520,Industry,East,12.982418,77.66444,757,103579.3,82.86,3,Winter
S0521,Institution,Central,12.965264,77.575154,226,40260.55,32.21,5,Winter
S0522,Institution,Central,12.969163,77.57072,349,60532.7,48.43,6,Winter
S0523,Hospital,West,12.945098,77.508308,259,44771.16,34.03,1,Monsoon
S0524,Hospital,West,12.967973,77.513578,322,57001.99,45.6,6,Winter
S0525,Apartment,West,12.962367,77.50513,170,20828.69,18.33,6,Summer
S0526,Industry,Central,12.967994,77.578738,636,91110.74,72.89,0,Winter
S0527,Hospital,Central,12.959676,77.570496,525,64420.79,48.96,5,Monsoon
S0528,Hospital,East,12.983934,77.67189,592,93784.46,75.03,0,Winter
S0529,Commercial,West,12.941926,77.516116,363,61775.68,54.36,4,Summer
S0530,Commercial,Central,12.973729,77.605692,226,33921.27,27.14,4,Winter
S0531,Apartment,West,12.973526,77.491412,61,8944.1,6.8,5,Monsoon
S0532,Hospital,East,12.994228,77.680858,474,56967.49,45.57,4,Winter
S0533,Commercial,North,13.103959,77.584597,300,51831.04,45.61,3,Summer
S0534,Commercial,North,13.114742,77.582587,164,16729.86,12.71,6,Monsoon
S0535,Industry,North,13.097217,77.592678,787,107940.72,86.35,6,Winter
S0536,Commercial,Central,12.974077,77.605701,192,21820.14,17.46,4,Winter
S0537,Commercial,West,12.965252,77.503668,256,38699.12,29.41,6,Monsoon
S0538,Industry,South,12.900495,77.564169,605,98578.72,86.75,2,Summer
S0539,Commercial,East,12.986089,77.698021,261,35974.09,28.78,0,Winter
S0540,Commercial,North,13.100251,77.605364,361,61845.94,49.48,1,Winter
S0541,Apartment,Central,12.964474,77.5889,267,46081.64,35.02,2,Monsoon
S0542,Industry,North,13.091073,77.618861,292,40248.61,35.42,2,Summer
S0543,Commercial,West,12.947844,77.504431,336,46348.87,37.08,0,Winter
S0544,Hospital,North,13.100663,77.58022,451,46885.85,35.63,2,Monsoon
S0545,Hospital,South,12.913757,77.571396,444,72907.84,64.16,0,Summer
S0546,Industry,Central,12.95874,77.585872,581,71013.17,56.81,4,Winter
S0547,Apartment,North,13.091382,77.612728,70,8933.25,7.15,6,Winter
S0548,Institution,Central,12.972991,77.571187,271,42324.97,37.25,2,Summer
S0549,Institution,North,13.098024,77.617177,124,16314.19,12.4,3,Monsoon
S0550,Hospital,North,13.109194,77.61529,594,93330.83,74.66,3,Winter
S0551,Commercial,East,12.986984,77.671869,189,33340.51,29.34,1,Summer
S0552,Commercial,West,12.968856,77.514515,273,28416.8,25.01,4,Summer
S0553,Hospital,North,13.113184,77.581622,489,75759.4,60.61,1,Winter
S0554,Institution,East,12.986612,77.692014,161,17288.63,15.21,6,Summer
S0555,Institution,East,12.976758,77.690047,304,40231.11,30.58,2,Monsoon
S0556,Industry,North,13.094191,77.617669,996,153676.42,122.94,1,Winter
S0557,Hospital,South,12.915522,77.583948,547,82535.56,72.63,5,Summer
S0558,Institution,West,12.94463,77.486173,338,53376.23,42.7,2,Winter
S0559,Commercial,North,13.109639,77.6012,486,69360.66,55.49,1,Winter
S0560,Commercial,West,12.940468,77.496881,334,46385.93,37.11,4,Winter
S0561,Institution,South,12.895975,77.596405,141,20401.49,17.95,6,Summer
S0562,Institution,East,12.978664,77.692669,373,62532.83,55.03,5,Summer
S0563,Apartment,East,12.994074,77.676156,222,27090.77,20.59,4,Monsoon
S0564,Hospital,Central,12.98447,77.593611,513,84065.53,73.98,2,Summer
S0565,Institution,East,12.978005,77.683171,120,16137.46,14.2,2,Summer
S0566,Industry,North,13.103288,77.594847,317,49593.66,37.69,0,Monsoon
S0567,Industry,North,13.101033,77.600467,867,116561.51,102.57,3,Summer
S0568,Commercial,North,13.081791,77.610476,146,16404.09,14.44,4,Summer
S0569,Hospital,West,12.96069,77.495156,568,72277.05,63.6,6,Summer
S0570,Hospital,West,12.971669,77.50384,518,79859.88,63.89,4,Winter
S0571,Industry,North,13.101243,77.613669,639,114408.4,91.53,0,Winter
S0572,Commercial,North,13.08421,77.586694,424,50150.27,40.12,2,Winter
S0573,Hospital,Central,12.971277,77.575432,303,31245.26,25.0,5,Winter
S0574,Hospital,West,12.977025,77.496566,200,20373.63,17.93,2,Summer
S0575,Industry,North,13.085882,77.599514,684,114117.48,91.29,4,Winter
S0576,Institution,South,12.918237,77.572559,166,22498.02,17.1,1,Monsoon
S0577,Apartment,East,12.993068,77.699361,126,18717.32,14.97,5,Winter
S0578,Hospital,North,13.095579,77.59542,427,61194.48,48.96,4,Winter
S0579,Apartment,East,12.979115,77.68129,158,25430.44,19.33,2,Monsoon
S0580,Apartment,Central,12.983542,77.584247,147,17749.78,14.2,2,Winter
S0581,Institution,South,12.887087,77.580298,100,17731.34,14.19,6,Winter
S0582,Hospital,West,12.961793,77.48661,596,66236.9,50.34,2,Monsoon
S0583,Hospital,West,12.946021,77.51267,584,94953.18,83.56,2,Summer
S0584,Industry,South,12.915213,77.584936,960,156865.64,138.04,2,Summer
S0585,Hospital,North,13.088052,77.595806,433,72832.6,55.35,4,Monsoon
S0586,Hospital,Central,12.971721,77.57911,213,31404.97,25.12,1,Winter
S0587,Industry,Central,12.978886,77.591335,339,34930.06,26.55,5,Monsoon
S0588,Industry,West,12.97162,77.484993,383,46749.52,41.14,5,Summer
S0589,Institution,South,12.881378,77.598784,226,31873.28,25.5,3,Winter
S0590,Institution,North,13.099336,77.614542,262,34066.91,25.89,5,Monsoon
S0591,Industry,North,13.100898,77.602508,606,79339.48,69.82,2,Summer
S0592,Industry,South,12.916749,77.574491,664,112379.46,85.41,5,Monsoon
S0593,Commercial,West,12.958239,77.497738,274,44158.45,38.86,3,Summer
S0594,Institution,East,12.992264,77.679059,195,19549.42,15.64,0,Winter
S0595,Hospital,East,12.993879,77.695724,296,36985.77,32.55,2,Summer
S0596,Apartment,West,12.957933,77.500417,287,33768.32,27.01,6,Winter
S0597,Industry,Central,12.950765,77.589074,548,56139.29,42.67,2,Monsoon
S0598,Commercial,South,12.907701,77.565377,225,34100.46,27.28,3,Winter
S0599,Hospital,East,12.992177,77.67115,333,47381.32,36.01,5,Monsoon
S0600,Institution,Central,12.950355,77.609913,343,61593.16,46.81,6,Monsoon
S0601,Apartment,East,12.960093,77.661766,85,14172.18,12.47,0,Summer
S0602,Apartment,Central,12.952761,77.570227,185,29880.06,22.71,0,Monsoon
S0603,Apartment,West,12.970645,77.513837,243,26329.62,21.06,6,Winter
S0604,Hospital,Central,12.969505,77.573106,533,82611.01,66.09,6,Winter
S0605,Institution,Central,12.95264,77.583953,338,50891.71,40.71,4,Winter
S0606,Industry,West,12.977908,77.482893,772,83434.13,73.42,5,Summer
S0607,Apartment,East,12.971983,77.663074,168,28117.48,21.37,3,Monsoon
S0608,Apartment,South,12.908283,77.562009,243,38104.54,28.96,6,Monsoon
S0609,Apartment,West,12.948444,77.514536,244,40083.98,30.46,5,Monsoon
S0610,Apartment,East,12.966093,77.670647,167,20995.18,16.8,4,Winter
S0611,Institution,East,12.993689,77.681959,237,42261.48,33.81,4,Winter
S0612,Institution,East,12.968585,77.676645,360,39540.12,31.63,0,Winter
S0613,Apartment,West,12.968792,77.514677,123,18064.91,15.9,5,Summer
S0614,Apartment,Central,12.952871,77.597305,63,8634.39,6.56,5,Monsoon
S0615,Commercial,South,12.912901,77.592158,121,17552.64,13.34,3,Monsoon
S0616,Institution,Central,12.955715,77.601014,91,12715.94,10.17,5,Winter
S0617,Institution,South,12.91528,77.592951,206,21495.39,18.92,3,Summer
S0618,Institution,North,13.096098,77.58411,320,45084.91,34.26,1,Monsoon
S0619,Hospital,West,12.968602,77.503739,358,37595.43,28.57,1,Monsoon
S0620,Institution,East,12.978679,77.673615,399,49995.34,38.0,2,Monsoon
S0621,Industry,North,13.113069,77.585197,336,56252.1,49.5,3,Summer
S0622,Institution,South,12.902872,77.596288,386,51996.28,45.76,0,Summer
S0623,Hospital,South,12.895093,77.597453,328,35142.96,26.71,1,Monsoon
S0624,Apartment,North,13.081692,77.602585,109,16417.25,14.45,6,Summer
S0625,Institution,South,12.880175,77.566678,314,48139.6,42.36,0,Summer
S0626,Apartment,North,13.091138,77.585184,245,38269.79,33.68,5,Summer
S0627,Hospital,Central,12.960759,77.589016,360,54551.5,43.64,1,Winter
S0628,Institution,East,12.964192,77.679943,107,18111.42,14.49,2,Winter
S0629,Industry,Central,12.968308,77.578355,426,55203.24,44.16,3,Winter
S0630,Hospital,West,12.974358,77.487441,378,62662.72,50.13,6,Winter
S0631,Apartment,South,12.908786,77.574846,215,29623.25,23.7,5,Winter
S0632,Apartment,South,12.88863,77.587113,222,22838.27,17.36,0,Monsoon
S0633,Apartment,South,12.885464,77.586066,67,10650.84,8.52,5,Winter
S0634,Industry,South,12.905793,77.575805,687,94429.75,71.77,0,Monsoon
S0635,Institution,East,12.995609,77.671496,306,46924.9,37.54,0,Winter
S0636,Institution,Central,12.95446,77.590634,123,13282.69,11.69,1,Summer
S0637,Industry,East,12.960588,77.675164,991,165557.68,145.69,0,Summer
S0638,Institution,North,13.084975,77.596546,190,24019.69,21.14,3,Summer
S0639,Hospital,North,13.103805,77.580397,320,54467.76,41.4,1,Monsoon
S0640,Institution,West,12.960761,77.507102,198,32060.02,24.37,6,Monsoon
S0641,Institution,North,13.088792,77.585261,362,52862.29,42.29,1,Winter
S0642,Commercial,North,13.110806,77.612286,261,29894.71,26.31,6,Summer
S0643,Hospital,North,13.080702,77.591732,182,28960.23,23.17,6,Winter
S0644,Institution,North,13.093924,77.59487,95,13817.5,10.5,4,Monsoon
S0645,Institution,West,12.965858,77.518968,190,29268.82,25.76,2,Summer
S0646,Hospital,East,12.993191,77.684246,194,25577.04,20.46,3,Winter
S0647,Industry,South,12.915978,77.588405,356,42623.27,32.39,3,Monsoon
S0648,Industry,South,12.898936,77.562389,417,61122.48,53.79,0,Summer
S0649,Institution,Central,12.959566,77.591229,222,32168.57,28.31,5,Summer
S0650,Institution,North,13.094627,77.589015,278,30931.46,27.22,1,Summer
S0651,Apartment,Central,12.983888,77.582606,132,14751.93,11.21,4,Monsoon
S0652,Apartment,South,12.901091,77.596257,144,22165.98,16.85,2,Monsoon
S0653,Industry,South,12.912394,77.597896,301,37095.35,29.68,3,Winter
S0654,Institution,South,12.901553,77.562425,253,26558.99,20.18,0,Monsoon
S0655,Commercial,Central,12.987224,77.589892,460,62474.38,54.98,5,Summer
S0656,Apartment,West,12.956626,77.492077,275,32821.65,24.94,4,Monsoon
S0657,Hospital,Central,12.987963,77.608492,539,65745.23,49.97,5,Monsoon
S0658,Hospital,North,13.110434,77.601874,451,60716.0,46.14,5,Monsoon
S0659,Commercial,East,12.982435,77.694558,107,12490.63,9.49,2,Monsoon
S0660,Commercial,West,12.966974,77.48548,430,70284.11,61.85,2,Summer
S0661,Commercial,West,12.955674,77.506365,268,31022.09,24.82,2,Winter
S0662,Hospital,South,12.899929,77.576267,336,59973.14,45.58,0,Monsoon
S0663,Hospital,South,12.888765,77.578359,423,62386.1,54.9,6,Summer
S0664,Industry,West,12.948558,77.480521,589,67857.87,51.57,2,Monsoon
S0665,Hospital,East,12.989285,77.674202,422,74614.18,65.66,4,Summer
S0666,Commercial,East,12.998116,77.698682,107,12083.91,10.63,5,Summer
S0667,Industry,North,13.108733,77.589894,626,95983.35,72.95,2,Monsoon
S0668,Apartment,North,13.118407,77.610543,142,19867.45,15.1,0,Monsoon
S0669,Industry,South,12.913416,77.591377,711,102497.21,90.2,6,Summer
S0670,Industry,North,13.105375,77.588883,963,110004.5,88.0,6,Winter
S0671,Commercial,North,13.109154,77.583816,200,23932.92,18.19,4,Monsoon
S0672,Institution,West,12.959236,77.506497,89,15317.85,11.64,5,Monsoon
S0673,Industry,West,12.955913,77.516781,698,97422.66,85.73,0,Summer
S0674,Commercial,East,12.99044,77.674869,216,22163.64,16.84,2,Monsoon
S0675,Apartment,North,13.118037,77.603085,255,38189.61,30.55,4,Winter
S0676,Commercial,West,12.95004,77.502563,190,25317.18,22.28,0,Summer
S0677,Hospital,South,12.889616,77.567664,514,91466.19,69.51,6,Monsoon
S0678,Apartment,North,13.100238,77.588834,154,18217.52,13.85,0,Monsoon
S0679,Hospital,West,12.947009,77.514671,386,45544.61,36.44,3,Winter
S0680,Institution,South,12.903265,77.577465,228,32224.58,24.49,1,Monsoon
S0681,Institution,West,12.973586,77.485753,278,47684.66,38.15,6,Winter
S0682,Industry,East,12.993834,77.676038,661,107365.73,94.48,1,Summer
S0683,Institution,Central,12.985555,77.59178,188,27690.6,24.37,0,Summer
S0684,Hospital,South,12.891828,77.583752,195,22730.38,20.0,0,Summer
S0685,Institution,South,12.894574,77.57181,274,29483.56,23.59,2,Winter
S0686,Commercial,Central,12.983433,77.583288,123,15769.61,13.88,3,Summer
S0687,Institution,North,13.086064,77.615035,260,31875.43,25.5,6,Winter
S0688,Hospital,South,12.91724,77.575673,330,53210.43,46.83,0,Summer
S0689,Institution,Central,12.973617,77.572453,392,69715.73,61.35,6,Summer
S0690,Commercial,North,13.088143,77.580404,311,36832.77,29.47,2,Winter
S0691,Institution,Central,12.952076,77.577645,117,18548.94,16.32,3,Summer
S0692,Industry,South,12.909676,77.593937,542,80633.6,61.28,5,Monsoon
S0693,Hospital,West,12.953012,77.508505,560,68160.45,59.98,0,Summer
S0694,Apartment,East,12.974838,77.696078,167,22120.84,17.7,5,Winter
S0695,Commercial,Central,12.965728,77.593626,340,44354.76,35.48,6,Winter
S0696,Apartment,North,13.10178,77.608373,236,28679.09,22.94,5,Winter
S0697,Commercial,South,12.903351,77.598089,109,15101.88,12.08,0,Winter
S0698,Institution,West,12.964062,77.491862,232,25611.71,22.54,4,Summer
S0699,Hospital,South,12.884101,77.580554,366,41638.77,33.31,0,Winter
S0700,Institution,North,13.117317,77.6131,183,20938.07,15.91,6,Monsoon
S0701,Hospital,Central,12.968469,77.60684,556,61165.57,48.93,4,Winter
S0702,Industry,Central,12.984468,77.580963,962,100193.86,80.16,0,Winter
S0703,Apartment,Central,12.963814,77.583424,101,11371.2,8.64,0,Monsoon
S0704,Apartment,East,12.988047,77.689082,224,30201.01,22.95,0,Monsoon
S0705,Commercial,Central,12.962479,77.5893,199,32416.39,24.64,3,Monsoon
S0706,Apartment,North,13.095374,77.581008,165,18141.85,13.79,5,Monsoon
S0707,Industry,East,12.988148,77.69881,900,97021.03,77.62,2,Winter
S0708,Hospital,North,13.100044,77.608248,582,83376.6,63.37,4,Monsoon
S0709,Commercial,East,12.980192,77.688738,489,53535.42,40.69,5,Monsoon
S0710,Apartment,Central,12.972108,77.585862,172,29299.73,23.44,0,Winter
S0711,Commercial,North,13.086291,77.592392,250,31330.99,27.57,5,Summer
S0712,Apartment,South,12.906908,77.591867,56,7001.63,6.16,6,Summer
S0713,Commercial,South,12.90287,77.593313,182,27343.58,20.78,3,Monsoon
S0714,Industry,North,13.106961,77.582073,312,31694.1,25.36,4,Winter
S0715,Industry,South,12.892271,77.574118,600,104879.73,79.71,4,Monsoon
S0716,Industry,Central,12.979308,77.586181,317,37967.26,33.41,0,Summer
S0717,Commercial,East,12.97143,77.677311,118,18195.99,13.83,2,Monsoon
S0718,Apartment,West,12.942263,77.494957,245,43748.17,38.5,3,Summer
S0719,Industry,South,12.906859,77.585291,725,117797.76,94.24,5,Winter
S0720,Apartment,Central,12.974044,77.609614,73,8913.7,7.13,1,Winter
S0721,Hospital,East,12.996589,77.660459,211,29855.67,22.69,0,Monsoon
S0722,Industry,Central,12.954125,77.591911,611,80828.02,71.13,4,Summer
S0723,Commercial,South,12.887593,77.583287,318,45021.28,34.22,6,Monsoon
