date,stp_unit_id,demand_kld,temperature,rainfall,capacity_kld
2023-05-02,PSTP003,157.5,36.68,0,300.0
2023-05-03,PSTP003,163.02,31.82,0,300.0
2023-05-04,PSTP003,173.04,36.12,0,300.0
2023-05-05,PSTP003,173.66,37.42,5,300.0
2023-05-06,PSTP003,156.18,37.92,10,300.0
2023-05-07,PSTP003,138.11,33.51,10,300.0
2023-05-08,PSTP003,144.43,36.12,20,300.0
2023-05-09,PSTP003,156.66,36.85,0,300.0
2023-05-10,PSTP003,165.96,32.58,0,300.0
2023-05-11,PSTP003,163.02,37.22,0,300.0
2023-05-12,PSTP003,166.15,34.57,5,300.0
2023-05-13,PSTP003,160.46,34.53,0,300.0
2023-05-14,PSTP003,140.04,32.98,0,300.0
2023-05-15,PSTP003,146.34,31.98,0,300.0
2023-05-16,PSTP003,157.17,39.23,0,300.0
2023-05-17,PSTP003,166.33,39.26,0,300.0
2023-05-18,PSTP003,170.64,35.82,5,300.0
2023-05-19,PSTP003,162.14,33.29,10,300.0
2023-05-20,PSTP003,148.32,32.08,0,300.0
2023-05-21,PSTP003,136.42,33.6,20,300.0
2023-05-22,PSTP003,143.71,30.29,20,300.0
2023-05-23,PSTP003,154.27,33.65,0,300.0
2023-05-24,PSTP003,162.64,34.7,0,300.0
2023-05-25,PSTP003,167.34,34.25,0,300.0
2023-05-26,PSTP003,171.46,31.33,0,300.0
2023-05-27,PSTP003,156.0,32.06,0,300.0
2023-05-28,PSTP003,139.63,30.77,0,300.0
2023-05-29,PSTP003,146.41,35.45,0,300.0
2023-05-30,PSTP003,156.18,35.32,0,300.0
2023-05-31,PSTP003,159.78,34.39,0,300.0
2023-06-01,PSTP003,160.2,32.91,0,300.0
2023-06-02,PSTP003,165.22,34.23,0,300.0
2023-06-03,PSTP003,151.21,31.83,0,300.0
2023-06-04,PSTP003,138.52,34.07,0,300.0
2023-06-05,PSTP003,151.57,32.99,0,300.0
2023-06-06,PSTP003,159.23,32.5,10,300.0
2023-06-07,PSTP003,166.1,32.14,0,300.0
2023-06-08,PSTP003,163.98,31.93,10,300.0
2023-06-09,PSTP003,158.28,33.24,0,300.0
2023-06-10,PSTP003,148.51,35.99,0,300.0
2023-06-11,PSTP003,146.18,26.73,0,300.0
2023-06-12,PSTP003,155.89,30.92,0,300.0
2023-06-13,PSTP003,170.73,36.68,0,300.0
2023-06-14,PSTP003,157.01,29.01,0,300.0
2023-06-15,PSTP003,163.76,32.0,0,300.0
2023-06-16,PSTP003,160.18,30.32,0,300.0
2023-06-17,PSTP003,143.13,28.94,0,300.0
2023-06-18,PSTP003,123.22,32.23,0,300.0
2023-06-19,PSTP003,131.2,27.58,0,300.0
2023-06-20,PSTP003,140.07,31.15,0,300.0
2023-06-21,PSTP003,143.85,30.14,5,300.0
2023-06-22,PSTP003,144.31,29.17,5,300.0
2023-06-23,PSTP003,154.82,30.45,0,300.0
2023-06-24,PSTP003,142.64,29.0,0,300.0
2023-06-25,PSTP003,128.64,31.94,0,300.0
2023-06-26,PSTP003,141.14,29.82,0,300.0
2023-06-27,PSTP003,142.04,29.57,0,300.0
2023-06-28,PSTP003,151.99,31.66,0,300.0
2023-06-29,PSTP003,151.6,28.45,5,300.0
2023-06-30,PSTP003,153.84,29.82,0,300.0
2023-07-01,PSTP003,141.98,31.69,0,300.0
2023-07-02,PSTP003,129.87,29.64,0,300.0
2023-07-03,PSTP003,137.93,29.42,0,300.0
2023-07-04,PSTP003,142.71,28.73,0,300.0
2023-07-05,PSTP003,146.52,26.67,0,300.0
2023-07-06,PSTP003,145.23,28.22,0,300.0
2023-07-07,PSTP003,139.52,26.51,0,300.0
2023-07-08,PSTP003,132.47,30.4,0,300.0
2023-07-09,PSTP003,122.55,30.04,0,300.0
2023-07-10,PSTP003,136.06,27.76,0,300.0
2023-07-11,PSTP003,141.24,27.56,0,300.0
2023-07-12,PSTP003,152.17,28.92,0,300.0
2023-07-13,PSTP003,154.2,25.43,0,300.0
2023-07-14,PSTP003,155.18,30.65,0,300.0
2023-07-15,PSTP003,139.11,30.37,5,300.0
2023-07-16,PSTP003,131.93,26.56,10,300.0
2023-07-17,PSTP003,133.97,29.18,0,300.0
2023-07-18,PSTP003,142.7,25.64,0,300.0
2023-07-19,PSTP003,142.51,26.16,0,300.0
2023-07-20,PSTP003,141.36,29.35,0,300.0
2023-07-21,PSTP003,144.78,28.68,0,300.0
2023-07-22,PSTP003,122.19,29.96,0,300.0
2023-07-23,PSTP003,122.52,29.5,0,300.0
2023-07-24,PSTP003,129.96,27.01,20,300.0
2023-07-25,PSTP003,133.81,25.33,0,300.0
2023-07-26,PSTP003,137.78,26.06,0,300.0
2023-07-27,PSTP003,144.42,30.46,0,300.0
2023-07-28,PSTP003,145.22,26.05,0,300.0
2023-07-29,PSTP003,141.35,27.4,0,300.0
2023-07-30,PSTP003,126.48,26.38,5,300.0
2023-07-31,PSTP003,136.97,30.24,0,300.0
2023-08-01,PSTP003,138.05,28.37,0,300.0
2023-08-02,PSTP003,140.84,28.39,0,300.0
2023-08-03,PSTP003,146.36,26.61,0,300.0
2023-08-04,PSTP003,149.11,26.58,0,300.0
2023-08-05,PSTP003,134.45,26.14,0,300.0
2023-08-06,PSTP003,124.24,25.91,5,300.0
2023-08-07,PSTP003,125.49,29.13,0,300.0
2023-08-08,PSTP003,126.4,22.85,10,300.0
2023-08-09,PSTP003,132.49,27.24,0,300.0
2023-08-10,PSTP003,135.01,24.48,0,300.0
2023-08-11,PSTP003,136.23,26.01,0,300.0
2023-08-12,PSTP003,125.55,26.37,5,300.0
2023-08-13,PSTP003,123.73,26.79,0,300.0
2023-08-14,PSTP003,128.67,24.32,0,300.0
2023-08-15,PSTP003,125.11,23.72,20,300.0
2023-08-16,PSTP003,131.71,25.22,20,300.0
2023-08-17,PSTP003,139.15,28.24,0,300.0
2023-08-18,PSTP003,135.22,26.25,5,300.0
2023-08-19,PSTP003,126.19,23.63,0,300.0
2023-08-20,PSTP003,119.45,25.33,0,300.0
2023-08-21,PSTP003,132.21,27.84,0,300.0
2023-08-22,PSTP003,132.95,26.56,0,300.0
2023-08-23,PSTP003,135.9,26.28,0,300.0
2023-08-24,PSTP003,139.39,21.27,10,300.0
2023-08-25,PSTP003,128.86,23.8,20,300.0
2023-08-26,PSTP003,134.75,25.57,0,300.0
2023-08-27,PSTP003,121.96,25.29,0,300.0
2023-08-28,PSTP003,130.9,26.7,0,300.0
2023-08-29,PSTP003,131.83,25.61,0,300.0
2023-08-30,PSTP003,132.36,26.84,0,300.0
2023-08-31,PSTP003,136.4,24.1,0,300.0
2023-09-01,PSTP003,134.32,25.23,0,300.0
2023-09-02,PSTP003,125.78,21.58,0,300.0
2023-09-03,PSTP003,112.98,25.25,10,300.0
2023-09-04,PSTP003,117.51,25.96,5,300.0
2023-09-05,PSTP003,125.74,28.7,5,300.0
2023-09-06,PSTP003,125.05,22.77,0,300.0
2023-09-07,PSTP003,129.78,24.24,0,300.0
2023-09-08,PSTP003,131.35,25.33,10,300.0
2023-09-09,PSTP003,122.69,23.23,0,300.0
2023-09-10,PSTP003,112.31,26.59,5,300.0
2023-09-11,PSTP003,112.48,21.73,0,300.0
2023-09-12,PSTP003,113.14,23.49,0,300.0
2023-09-13,PSTP003,121.33,26.59,0,300.0
2023-09-14,PSTP003,124.07,19.82,0,300.0
2023-09-15,PSTP003,133.37,29.18,0,300.0
2023-09-16,PSTP003,120.63,26.36,0,300.0
2023-09-17,PSTP003,111.59,24.33,0,300.0
2023-09-18,PSTP003,119.7,24.41,10,300.0
2023-09-19,PSTP003,129.19,24.53,0,300.0
2023-09-20,PSTP003,132.11,24.87,0,300.0
2023-09-21,PSTP003,132.36,24.52,0,300.0
2023-09-22,PSTP003,132.02,21.2,0,300.0
2023-09-23,PSTP003,124.56,23.31,0,300.0
2023-09-24,PSTP003,111.94,26.11,0,300.0
2023-09-25,PSTP003,117.53,22.36,0,300.0
2023-09-26,PSTP003,120.45,25.93,0,300.0
2023-09-27,PSTP003,128.67,21.66,0,300.0
2023-09-28,PSTP003,125.7,26.01,10,300.0
2023-09-29,PSTP003,132.88,24.32,0,300.0
2023-09-30,PSTP003,126.66,25.11,0,300.0
2023-10-01,PSTP003,123.66,23.44,0,300.0
2023-10-02,PSTP003,123.61,22.05,0,300.0
2023-10-03,PSTP003,126.37,23.07,0,300.0
2023-10-04,PSTP003,132.92,27.16,0,300.0
2023-10-05,PSTP003,137.85,23.99,0,300.0
2023-10-06,PSTP003,137.26,21.17,0,300.0
2023-10-07,PSTP003,123.15,26.23,5,300.0
2023-10-08,PSTP003,119.47,27.08,0,300.0
2023-10-09,PSTP003,130.16,27.55,0,300.0
2023-10-10,PSTP003,133.35,23.68,0,300.0
2023-10-11,PSTP003,140.83,27.11,0,300.0
2023-10-12,PSTP003,145.17,20.0,20,300.0
2023-10-13,PSTP003,143.42,23.05,0,300.0
2023-10-14,PSTP003,125.15,25.19,0,300.0
2023-10-15,PSTP003,125.22,24.26,0,300.0
2023-10-16,PSTP003,122.47,25.51,20,300.0
2023-10-17,PSTP003,134.85,24.07,10,300.0
2023-10-18,PSTP003,133.95,21.44,0,300.0
2023-10-19,PSTP003,138.9,21.62,0,300.0
2023-10-20,PSTP003,131.8,22.66,0,300.0
2023-10-21,PSTP003,126.23,24.73,0,300.0
2023-10-22,PSTP003,126.14,24.52,0,300.0
2023-10-23,PSTP003,126.16,23.93,0,300.0
2023-10-24,PSTP003,128.45,24.03,0,300.0
2023-10-25,PSTP003,127.93,24.47,20,300.0
2023-10-26,PSTP003,135.7,24.66,0,300.0
2023-10-27,PSTP003,134.9,20.63,0,300.0
2023-10-28,PSTP003,125.8,26.06,0,300.0
2023-10-29,PSTP003,115.92,24.1,0,300.0
2023-10-30,PSTP003,123.87,24.16,0,300.0
2023-10-31,PSTP003,120.05,22.45,5,300.0
2023-11-01,PSTP003,125.84,23.86,0,300.0
2023-11-02,PSTP003,120.74,25.0,0,300.0
2023-11-03,PSTP003,126.42,24.96,0,300.0
2023-11-04,PSTP003,110.55,22.99,0,300.0
2023-11-05,PSTP003,111.12,22.84,0,300.0
2023-11-06,PSTP003,128.85,25.14,0,300.0
2023-11-07,PSTP003,130.59,24.35,0,300.0
2023-11-08,PSTP003,129.25,25.5,5,300.0
2023-11-09,PSTP003,127.42,23.37,0,300.0
2023-11-10,PSTP003,129.51,24.52,10,300.0
2023-11-11,PSTP003,125.74,25.31,0,300.0
2023-11-12,PSTP003,111.47,25.18,10,300.0
2023-11-13,PSTP003,119.04,27.03,10,300.0
2023-11-14,PSTP003,132.83,28.05,0,300.0
2023-11-15,PSTP003,141.85,26.89,0,300.0
2023-11-16,PSTP003,146.12,26.08,5,300.0
2023-11-17,PSTP003,144.45,24.42,0,300.0
2023-11-18,PSTP003,130.28,23.71,0,300.0
2023-11-19,PSTP003,122.3,24.33,0,300.0
2023-11-20,PSTP003,133.53,23.95,0,300.0
2023-11-21,PSTP003,142.8,24.35,0,300.0
2023-11-22,PSTP003,144.32,24.14,0,300.0
2023-11-23,PSTP003,143.93,25.69,0,300.0
2023-11-24,PSTP003,144.8,28.61,5,300.0
2023-11-25,PSTP003,132.16,30.04,0,300.0
2023-11-26,PSTP003,121.15,24.43,0,300.0
2023-11-27,PSTP003,128.03,25.57,0,300.0
2023-11-28,PSTP003,139.56,24.91,0,300.0
2023-11-29,PSTP003,131.91,23.67,0,300.0
2023-11-30,PSTP003,131.17,29.23,5,300.0
2023-12-01,PSTP003,132.52,24.12,0,300.0
2023-12-02,PSTP003,121.58,30.06,10,300.0
2023-12-03,PSTP003,118.69,25.76,0,300.0
2023-12-04,PSTP003,130.27,29.63,5,300.0
2023-12-05,PSTP003,140.5,26.92,0,300.0
2023-12-06,PSTP003,140.74,28.33,0,300.0
2023-12-07,PSTP003,141.13,28.77,10,300.0
2023-12-08,PSTP003,139.18,25.66,5,300.0
2023-12-09,PSTP003,133.47,27.97,0,300.0
2023-12-10,PSTP003,123.39,29.45,0,300.0
2023-12-11,PSTP003,130.02,26.54,10,300.0
2023-12-12,PSTP003,138.13,25.64,0,300.0
2023-12-13,PSTP003,150.98,28.75,0,300.0
2023-12-14,PSTP003,151.3,29.48,0,300.0
2023-12-15,PSTP003,156.3,30.45,5,300.0
2023-12-16,PSTP003,145.89,28.59,20,300.0
2023-12-17,PSTP003,132.54,30.05,0,300.0
2023-12-18,PSTP003,143.36,31.28,0,300.0
2023-12-19,PSTP003,141.21,28.42,0,300.0
2023-12-20,PSTP003,147.86,28.5,10,300.0
2023-12-21,PSTP003,140.87,32.44,0,300.0
2023-12-22,PSTP003,145.53,30.09,0,300.0
2023-12-23,PSTP003,134.78,28.31,0,300.0
2023-12-24,PSTP003,124.63,31.36,0,300.0
2023-12-25,PSTP003,132.04,28.24,0,300.0
2023-12-26,PSTP003,138.45,30.88,0,300.0
2023-12-27,PSTP003,147.14,31.24,0,300.0
2023-12-28,PSTP003,142.41,31.56,0,300.0
2023-12-29,PSTP003,152.78,28.35,0,300.0
2023-12-30,PSTP003,139.57,27.22,0,300.0
2023-12-31,PSTP003,124.34,29.88,0,300.0
2024-01-01,PSTP003,140.85,33.19,0,300.0
2024-01-02,PSTP003,151.04,32.27,0,300.0
2024-01-03,PSTP003,154.88,28.11,0,300.0
2024-01-04,PSTP003,152.27,26.99,0,300.0
2024-01-05,PSTP003,151.67,30.51,0,300.0
2024-01-06,PSTP003,139.03,30.87,0,300.0
2024-01-07,PSTP003,132.15,32.13,10,300.0
2024-01-08,PSTP003,140.52,34.62,5,300.0
2024-01-09,PSTP003,140.62,28.3,10,300.0
2024-01-10,PSTP003,149.68,29.25,0,300.0
2024-01-11,PSTP003,159.24,31.58,0,300.0
2024-01-12,PSTP003,165.58,32.54,0,300.0
2024-01-13,PSTP003,154.09,33.02,0,300.0
2024-01-14,PSTP003,131.21,29.11,20,300.0
2024-01-15,PSTP003,138.86,30.88,0,300.0
2024-01-16,PSTP003,147.74,31.0,0,300.0
2024-01-17,PSTP003,150.91,32.07,0,300.0
2024-01-18,PSTP003,143.8,29.7,5,300.0
2024-01-19,PSTP003,148.35,29.76,0,300.0
2024-01-20,PSTP003,137.85,32.23,20,300.0
2024-01-21,PSTP003,136.08,29.57,0,300.0
2024-01-22,PSTP003,137.1,30.43,10,300.0
2024-01-23,PSTP003,145.12,33.02,0,300.0
2024-01-24,PSTP003,155.26,35.11,0,300.0
2024-01-25,PSTP003,160.17,35.89,0,300.0
2024-01-26,PSTP003,161.61,33.74,0,300.0
2024-01-27,PSTP003,150.4,33.19,0,300.0
2024-01-28,PSTP003,137.34,32.34,5,300.0
2024-01-29,PSTP003,145.48,32.03,0,300.0
2024-01-30,PSTP003,157.2,32.96,0,300.0
2024-01-31,PSTP003,162.43,34.72,20,300.0
2024-02-01,PSTP003,165.67,29.27,0,300.0
2024-02-02,PSTP003,168.55,30.93,0,300.0
2024-02-03,PSTP003,157.98,31.68,0,300.0
2024-02-04,PSTP003,142.39,31.34,0,300.0
2024-02-05,PSTP003,143.53,34.36,0,300.0
2024-02-06,PSTP003,150.56,34.83,0,300.0
2024-02-07,PSTP003,162.97,30.68,0,300.0
2024-02-08,PSTP003,162.79,34.71,0,300.0
2024-02-09,PSTP003,169.47,31.25,0,300.0
2024-02-10,PSTP003,162.65,30.0,0,300.0
2024-02-11,PSTP003,149.65,34.39,5,300.0
2024-02-12,PSTP003,151.5,33.72,10,300.0
2024-02-13,PSTP003,156.6,38.37,10,300.0
2024-02-14,PSTP003,165.75,34.21,0,300.0
2024-02-15,PSTP003,163.67,36.79,0,300.0
2024-02-16,PSTP003,159.81,32.86,0,300.0
2024-02-17,PSTP003,155.71,36.23,0,300.0
2024-02-18,PSTP003,145.47,36.06,0,300.0
2024-02-19,PSTP003,155.25,35.16,0,300.0
2024-02-20,PSTP003,161.32,35.94,0,300.0
2024-02-21,PSTP003,172.37,29.5,0,300.0
2024-02-22,PSTP003,174.17,33.48,0,300.0
2024-02-23,PSTP003,173.49,33.62,0,300.0
2024-02-24,PSTP003,160.47,39.0,0,300.0
2024-02-25,PSTP003,147.55,32.24,0,300.0
2024-02-26,PSTP003,158.69,39.27,0,300.0
2024-02-27,PSTP003,162.4,34.31,0,300.0
2024-02-28,PSTP003,171.55,34.28,5,300.0
2024-02-29,PSTP003,170.35,36.66,10,300.0
2024-03-01,PSTP003,167.82,35.05,0,300.0
2024-03-02,PSTP003,147.84,34.11,0,300.0
2024-03-03,PSTP003,135.89,36.33,0,300.0
2024-03-04,PSTP003,145.03,35.34,0,300.0
2024-03-05,PSTP003,156.0,33.72,5,300.0
2024-03-06,PSTP003,160.07,32.74,0,300.0
2024-03-07,PSTP003,155.7,32.51,0,300.0
2024-03-08,PSTP003,161.72,33.15,0,300.0
2024-03-09,PSTP003,158.44,36.44,0,300.0
2024-03-10,PSTP003,154.02,34.72,0,300.0
2024-03-11,PSTP003,157.61,34.72,10,300.0
2024-03-12,PSTP003,162.07,38.27,0,300.0
2024-03-13,PSTP003,168.33,37.46,0,300.0
2024-03-14,PSTP003,175.96,36.26,0,300.0
2024-03-15,PSTP003,176.32,37.91,0,300.0
2024-03-16,PSTP003,159.28,36.94,0,300.0
2024-03-17,PSTP003,147.97,35.85,0,300.0
2024-03-18,PSTP003,153.11,32.64,0,300.0
2024-03-19,PSTP003,157.31,37.08,5,300.0
2024-03-20,PSTP003,159.86,32.63,0,300.0
2024-03-21,PSTP003,165.48,39.52,0,300.0
2024-03-22,PSTP003,174.4,32.82,0,300.0
2024-03-23,PSTP003,152.34,34.98,5,300.0
2024-03-24,PSTP003,148.59,34.66,0,300.0
2024-03-25,PSTP003,152.47,34.59,0,300.0
2024-03-26,PSTP003,158.32,33.08,0,300.0
2024-03-27,PSTP003,167.28,33.96,0,300.0
2024-03-28,PSTP003,170.38,37.86,5,300.0
2024-03-29,PSTP003,174.45,38.79,0,300.0
2024-03-30,PSTP003,160.75,38.26,0,300.0
2024-03-31,PSTP003,149.07,33.72,0,300.0
2024-04-01,PSTP003,159.11,34.27,5,300.0
2024-04-02,PSTP003,163.42,33.75,0,300.0
2024-04-03,PSTP003,171.96,37.14,5,300.0
2024-04-04,PSTP003,174.92,37.09,0,300.0
2024-04-05,PSTP003,176.23,34.82,0,300.0
2024-04-06,PSTP003,159.97,33.55,10,300.0
2024-04-07,PSTP003,146.41,35.12,10,300.0
2024-04-08,PSTP003,155.85,34.5,0,300.0
2024-04-09,PSTP003,158.31,34.63,20,300.0
2024-04-10,PSTP003,172.5,40.36,0,300.0
2024-04-11,PSTP003,175.62,32.97,0,300.0
2024-04-12,PSTP003,176.34,38.67,0,300.0
2024-04-13,PSTP003,163.05,38.36,0,300.0
2024-04-14,PSTP003,152.78,33.72,0,300.0
2024-04-15,PSTP003,166.58,40.13,0,300.0
2024-04-16,PSTP003,165.62,38.51,10,300.0
2024-04-17,PSTP003,173.61,36.14,0,300.0
2024-04-18,PSTP003,171.9,34.1,0,300.0
2024-04-19,PSTP003,175.96,33.48,0,300.0
2024-04-20,PSTP003,166.09,39.37,0,300.0
2024-04-21,PSTP003,154.33,38.55,5,300.0
2024-04-22,PSTP003,161.67,33.03,0,300.0
2024-04-23,PSTP003,163.02,35.86,5,300.0
2024-04-24,PSTP003,166.46,34.15,0,300.0
2024-04-25,PSTP003,170.73,35.76,5,300.0
2024-04-26,PSTP003,175.64,36.93,0,300.0
2024-04-27,PSTP003,156.74,35.43,0,300.0
2024-04-28,PSTP003,151.94,34.66,0,300.0
2024-04-29,PSTP003,161.72,34.92,0,300.0
2024-04-30,PSTP003,162.61,35.85,0,300.0
2024-05-01,PSTP003,174.02,38.61,0,300.0
2024-05-02,PSTP003,180.86,35.32,0,300.0
2024-05-03,PSTP003,181.43,34.08,0,300.0
2024-05-04,PSTP003,162.4,37.14,0,300.0
2024-05-05,PSTP003,147.4,38.05,0,300.0
2024-05-06,PSTP003,151.6,34.94,0,300.0
2024-05-07,PSTP003,154.11,32.28,5,300.0
2024-05-08,PSTP003,162.75,33.64,0,300.0
2024-05-09,PSTP003,170.13,32.75,0,300.0
2024-05-10,PSTP003,167.11,33.71,0,300.0
2024-05-11,PSTP003,158.62,32.86,0,300.0
2024-05-12,PSTP003,139.98,34.15,0,300.0
2024-05-13,PSTP003,150.9,38.22,0,300.0
2024-05-14,PSTP003,158.64,36.69,0,300.0
2024-05-15,PSTP003,167.83,34.18,0,300.0
2024-05-16,PSTP003,172.07,27.97,5,300.0
2024-05-17,PSTP003,178.12,33.95,0,300.0
2024-05-18,PSTP003,159.33,34.46,0,300.0
2024-05-19,PSTP003,147.04,38.01,5,300.0
2024-05-20,PSTP003,157.99,36.56,0,300.0
2024-05-21,PSTP003,156.05,31.19,5,300.0
2024-05-22,PSTP003,159.52,35.35,0,300.0
2024-05-23,PSTP003,168.38,31.22,0,300.0
2024-05-24,PSTP003,176.99,34.34,0,300.0
2024-05-25,PSTP003,160.3,34.12,0,300.0
2024-05-26,PSTP003,151.7,37.47,0,300.0
2024-05-27,PSTP003,152.03,35.32,5,300.0
2024-05-28,PSTP003,166.5,33.6,0,300.0
2024-05-29,PSTP003,163.42,33.03,0,300.0
2024-05-30,PSTP003,168.27,29.17,0,300.0
2024-05-31,PSTP003,160.39,34.59,0,300.0
2024-06-01,PSTP003,146.43,34.22,0,300.0
2024-06-02,PSTP003,140.01,31.49,10,300.0
2024-06-03,PSTP003,143.49,32.59,5,300.0
2024-06-04,PSTP003,157.99,30.45,0,300.0
2024-06-05,PSTP003,149.84,32.89,0,300.0
2024-06-06,PSTP003,159.0,32.02,0,300.0
2024-06-07,PSTP003,159.08,30.49,0,300.0
2024-06-08,PSTP003,150.6,36.0,5,300.0
2024-06-09,PSTP003,138.14,30.5,0,300.0
2024-06-10,PSTP003,144.55,30.28,0,300.0
2024-06-11,PSTP003,151.8,35.59,0,300.0
2024-06-12,PSTP003,145.17,31.24,5,300.0
2024-06-13,PSTP003,148.59,33.76,5,300.0
2024-06-14,PSTP003,149.01,34.34,0,300.0
2024-06-15,PSTP003,142.95,31.16,0,300.0
2024-06-16,PSTP003,137.94,33.24,0,300.0
2024-06-17,PSTP003,152.16,29.22,0,300.0
2024-06-18,PSTP003,161.1,29.44,0,300.0
2024-06-19,PSTP003,163.4,28.89,0,300.0
2024-06-20,PSTP003,157.02,31.81,0,300.0
2024-06-21,PSTP003,158.95,30.5,0,300.0
2024-06-22,PSTP003,143.45,32.49,0,300.0
2024-06-23,PSTP003,133.87,29.32,0,300.0
2024-06-24,PSTP003,136.67,32.19,0,300.0
2024-06-25,PSTP003,146.47,29.74,0,300.0
2024-06-26,PSTP003,147.88,29.7,10,300.0
2024-06-27,PSTP003,148.77,30.82,0,300.0
2024-06-28,PSTP003,152.58,29.47,0,300.0
2024-06-29,PSTP003,143.93,29.1,0,300.0
2024-06-30,PSTP003,126.08,29.49,5,300.0
2024-07-01,PSTP003,129.67,34.3,0,300.0
2024-07-02,PSTP003,138.21,29.18,0,300.0
2024-07-03,PSTP003,140.73,33.73,0,300.0
2024-07-04,PSTP003,137.98,27.45,0,300.0
2024-07-05,PSTP003,147.07,29.62,0,300.0
2024-07-06,PSTP003,133.73,30.72,0,300.0
2024-07-07,PSTP003,127.35,28.98,0,300.0
2024-07-08,PSTP003,125.66,27.24,0,300.0
2024-07-09,PSTP003,133.18,29.29,0,300.0
2024-07-10,PSTP003,140.71,29.01,0,300.0
2024-07-11,PSTP003,144.08,27.76,0,300.0
2024-07-12,PSTP003,144.99,30.64,0,300.0
2024-07-13,PSTP003,125.42,28.42,0,300.0
2024-07-14,PSTP003,121.6,29.61,0,300.0
2024-07-15,PSTP003,130.84,28.03,0,300.0
2024-07-16,PSTP003,135.58,29.28,0,300.0
2024-07-17,PSTP003,141.78,27.0,0,300.0
2024-07-18,PSTP003,145.01,31.22,0,300.0
2024-07-19,PSTP003,145.81,28.34,0,300.0
2024-07-20,PSTP003,133.23,25.44,0,300.0
2024-07-21,PSTP003,129.56,28.15,0,300.0
2024-07-22,PSTP003,141.58,29.17,0,300.0
2024-07-23,PSTP003,143.97,26.58,0,300.0
2024-07-24,PSTP003,146.85,29.32,0,300.0
2024-07-25,PSTP003,144.81,27.1,0,300.0
2024-07-26,PSTP003,140.14,25.86,5,300.0
2024-07-27,PSTP003,141.47,27.89,0,300.0
2024-07-28,PSTP003,134.66,25.42,0,300.0
2024-07-29,PSTP003,137.31,21.38,0,300.0
2024-07-30,PSTP003,141.3,25.18,0,300.0
2024-07-31,PSTP003,140.89,27.97,5,300.0
2024-08-01,PSTP003,140.56,29.09,0,300.0
2024-08-02,PSTP003,150.87,25.63,0,300.0
2024-08-03,PSTP003,132.62,25.92,0,300.0
2024-08-04,PSTP003,114.8,21.5,0,300.0
2024-08-05,PSTP003,120.25,25.68,10,300.0
2024-08-06,PSTP003,126.72,27.07,0,300.0
2024-08-07,PSTP003,133.26,26.69,0,300.0
2024-08-08,PSTP003,130.09,25.93,0,300.0
2024-08-09,PSTP003,139.99,27.8,5,300.0
2024-08-10,PSTP003,120.45,25.98,0,300.0
2024-08-11,PSTP003,120.85,25.16,10,300.0
2024-08-12,PSTP003,129.13,25.45,0,300.0
2024-08-13,PSTP003,134.1,26.8,0,300.0
2024-08-14,PSTP003,137.27,26.84,0,300.0
2024-08-15,PSTP003,143.83,26.06,0,300.0
2024-08-16,PSTP003,134.87,27.22,0,300.0
2024-08-17,PSTP003,128.14,24.06,5,300.0
2024-08-18,PSTP003,118.57,23.6,0,300.0
2024-08-19,PSTP003,121.81,26.49,10,300.0
2024-08-20,PSTP003,131.77,28.65,5,300.0
2024-08-21,PSTP003,131.78,25.29,0,300.0
2024-08-22,PSTP003,130.39,24.27,0,300.0
2024-08-23,PSTP003,140.29,22.56,0,300.0
2024-08-24,PSTP003,125.98,27.16,0,300.0
2024-08-25,PSTP003,115.47,27.44,0,300.0
2024-08-26,PSTP003,121.14,24.9,0,300.0
2024-08-27,PSTP003,135.39,23.37,0,300.0
2024-08-28,PSTP003,140.32,25.08,5,300.0
2024-08-29,PSTP003,142.58,25.03,0,300.0
2024-08-30,PSTP003,143.63,24.93,0,300.0
2024-08-31,PSTP003,137.34,26.96,5,300.0
2024-09-01,PSTP003,129.7,22.14,10,300.0
2024-09-02,PSTP003,138.12,25.7,0,300.0
2024-09-03,PSTP003,133.93,27.6,0,300.0
2024-09-04,PSTP003,131.4,26.32,0,300.0
2024-09-05,PSTP003,131.85,22.35,0,300.0
2024-09-06,PSTP003,137.37,22.98,0,300.0
2024-09-07,PSTP003,126.41,22.58,0,300.0
2024-09-08,PSTP003,120.47,23.69,0,300.0
2024-09-09,PSTP003,122.99,21.74,5,300.0
2024-09-10,PSTP003,133.67,25.97,0,300.0
2024-09-11,PSTP003,131.11,24.64,0,300.0
2024-09-12,PSTP003,127.23,24.34,5,300.0
2024-09-13,PSTP003,122.06,22.38,0,300.0
2024-09-14,PSTP003,111.48,24.8,0,300.0
2024-09-15,PSTP003,115.08,24.8,0,300.0
2024-09-16,PSTP003,124.55,22.25,0,300.0
2024-09-17,PSTP003,131.72,22.15,0,300.0
2024-09-18,PSTP003,139.94,21.84,0,300.0
2024-09-19,PSTP003,139.61,22.68,5,300.0
2024-09-20,PSTP003,138.24,22.14,0,300.0
2024-09-21,PSTP003,125.98,20.29,0,300.0
2024-09-22,PSTP003,113.59,21.96,0,300.0
2024-09-23,PSTP003,117.81,21.41,0,300.0
2024-09-24,PSTP003,133.02,24.07,0,300.0
2024-09-25,PSTP003,139.33,24.56,0,300.0
2024-09-26,PSTP003,137.12,25.14,0,300.0
2024-09-27,PSTP003,133.46,26.61,0,300.0
2024-09-28,PSTP003,117.32,24.7,0,300.0
2024-09-29,PSTP003,115.01,25.56,0,300.0
